,bearing1,bearing2,bearing3,bearing4
0,0.006155947457218154,0.008875724182026461,0.016785334635270426,0.0015876961687708731
1,0.006007237810794831,0.009006347663999782,0.01579082250290842,0.001527118584509891
2,0.006306216642038077,0.008945172693779828,0.01632892540850197,0.0015671411726643123
3,0.0064179233282340336,0.008842973206398888,0.018493621050064163,0.0015611358613650292
4,0.006254026292752823,0.009816618069696284,0.01638668008047581,0.00157876393592746
5,0.00828021836934473,0.008786955150692242,0.01715901592354032,0.0016240316737257776
6,0.006193629825207889,0.008750177301882475,0.016672378956658067,0.0015645561110636931
7,0.007813873465767979,0.008967397874197092,0.016285669361626773,0.0016166654183993024
8,0.006029758485205584,0.009186001783095567,0.016371719322454854,0.0015857465879746844
9,0.006210881658807501,0.008969072409442398,0.016521531124318978,0.0015334862277503975
10,0.018172653321842248,0.009683587007791223,0.016548756446381006,0.0017944384784408266
11,0.0062848946327712435,0.009217007924638544,0.016758110903858783,0.0016077683293563797
12,0.006175835378282389,0.009341528209924194,0.01782231409700879,0.001539296682542119
13,0.006776998551340989,0.009144774886490539,0.015991635790445297,0.001596576427172095
14,0.00830723379176146,0.008684472164281535,0.01658483468945631,0.0016106897084765426
15,0.006216049327591188,0.009210543745555579,0.017178751740147793,0.0015184181642961306
16,0.011621855401796222,0.008798669486265365,0.0161044413213208,0.0017659058032438132
17,0.007321725138888819,0.009010049010385324,0.016490889952583992,0.0015833216324165089
18,0.007505141456374551,0.00879785726765023,0.01692913821808531,0.0016412392139056407
19,0.0073270679821362,0.00899218277493188,0.016491249621448795,0.0016150172522597797
20,0.007473222411289091,0.008979125376506934,0.01647257187975635,0.00159762765513891
21,0.012418581629461613,0.008818126825180742,0.016411057997838326,0.0016745360304170323
22,0.006191464892549474,0.009001672080727807,0.016799218536871816,0.001529639589898055
23,0.0063146340360477745,0.008773082291648233,0.016672414173920257,0.0015061645571199204
24,0.006245779659023098,0.009525415933391766,0.01702437966167738,0.0016101850184676075
25,0.006215664716187763,0.009294700780569745,0.016755876442144373,0.001563819218599602
26,0.0060950873746008095,0.009205134669102038,0.018033776423736134,0.001569000563133124
27,0.005776122463469004,0.009289376828672424,0.01709092231624295,0.001583743377919483
28,0.006117958396101808,0.009387895973776133,0.016774298038948577,0.0015666193588320426
29,0.006063880825173179,0.009138885573911508,0.017600983316409715,0.0015908703007069661
30,0.012977962860532283,0.008582472866066265,0.016269889795943182,0.0017065419478770791
31,0.007551076232305569,0.008993058021372454,0.01684457390985491,0.0015894155711380492
32,0.007127035950991894,0.009042091378448695,0.016548611317072776,0.0015969105403448286
33,0.00841020379627498,0.00908407771424658,0.01676673850784749,0.0016473215972035394
34,0.0074937434192935744,0.009030110008938979,0.016950598126145723,0.0016098182389488347
35,0.01138009473784665,0.008680750106996541,0.016045582851780264,0.0016778586274922244
36,0.006080064492468246,0.009369026689564686,0.017089323848566776,0.0014960647372242951
37,0.008334022701651653,0.009135558612018509,0.01705727362331088,0.0016009092043121139
38,0.00670368743547622,0.008822677183011883,0.01628151157804698,0.0015918713993465132
39,0.006182874144675964,0.008971827230365948,0.017054012006204593,0.0015915797993978809
40,0.018805514675356294,0.009385696639500661,0.017122203479399273,0.001820514340276572
41,0.006137855284883795,0.00889149186582661,0.01838435506587536,0.0015798561469764856
42,0.006010030147381353,0.008656763617783711,0.016561909076299692,0.0015276926975556918
43,0.006120343096178335,0.008977054466695385,0.016718940538024692,0.001583020590246666
44,0.007262113877038568,0.008783994006592246,0.016104217051367657,0.0016438877068703174
45,0.006372519433576974,0.008879507456816402,0.01632193108588606,0.0015548183148202522
46,0.008341851644972163,0.009113076811758263,0.016938097408747806,0.0016232132309674002
47,0.005828820868659788,0.009308136239313904,0.01654610898710146,0.001566064585335404
48,0.006523398123290452,0.008933656228529503,0.017886257353368594,0.0015602898273513082
49,0.006208109597643978,0.009003089118175003,0.016105901124145346,0.0015994500568815542
50,0.006281408917885888,0.00915268561415494,0.016900203054657833,0.001527332593258108
51,0.0061641677828693005,0.008517206060506361,0.016765666976887226,0.0015649814233610441
52,0.008182182026774593,0.008367384120488626,0.016377676859690583,0.0016070281859625717
53,0.006231179682378567,0.008994851903069319,0.016569073815542595,0.0015449888846459487
54,0.006226540346064593,0.008951477267575933,0.01649105577823899,0.001558135063499443
55,0.00607948978278151,0.009275696821757206,0.01707553743868706,0.0015227615801949744
56,0.00806400700767546,0.008911903995227509,0.016719579445511938,0.0016568424276211225
57,0.01824815706342073,0.008855519146447909,0.016363147461648273,0.0016968193479010285
58,0.006393408102282418,0.008811074999781107,0.017510099323616878,0.001558337538464013
59,0.006069519712979896,0.009254623818959754,0.016122910914901686,0.0015454018378699861
60,0.006152902162953448,0.009059110984919936,0.01725345252360549,0.001530947300575767
61,0.006364535601602515,0.009326854872486363,0.01752568052308453,0.0015968783301776109
62,0.00621046260447328,0.00889574594633048,0.015953135539212633,0.001543931402201574
63,0.008386201685620046,0.008888097646506186,0.016505356325882174,0.0016625278581348783
64,0.0062033058272160605,0.00871279303909421,0.017090736643444238,0.0015750715735754432
65,0.006117969209268416,0.008798612758759889,0.016550305496789854,0.0015643760365024303
66,0.006233008788135345,0.009195768030359961,0.01716009283140993,0.0015598654159121369
67,0.006228943948798738,0.008838697309088452,0.016807252689729102,0.0015979661071199292
68,0.017178042600681363,0.009644275801392611,0.01699330406427877,0.0017852684389907131
69,0.00840248878623708,0.008987961198748529,0.01705803432742262,0.0016024876334879033
70,0.008139456975254877,0.008470189360857212,0.016571836519059004,0.0015837113553256133
71,0.011985527335047472,0.00889736340208664,0.016222461228440226,0.0016965377333525193
72,0.005964604061557766,0.009279608394133975,0.01690048575736844,0.0015584605386099676
73,0.006037604094161923,0.008911709349728058,0.016957777358867207,0.0015497782208780168
74,0.007686302947981908,0.008786293867451913,0.016505208974620864,0.0016172682336204013
75,0.0077741960239393025,0.008748074973748781,0.01698346440511372,0.0015924275961651758
76,0.006085532683186143,0.00895748875296931,0.016584917000440753,0.0015361941755014995
77,0.0061482474656503455,0.009383943998698676,0.01725097403103295,0.0015950302905565186
78,0.006396347027604284,0.009326435485333837,0.017254701640711096,0.001599855201398876
79,0.008210982063263622,0.008608696222694036,0.016543879867312292,0.001609299006051934
80,0.0072133271410080675,0.00862951931342585,0.01639190761770079,0.0016212183480405148
81,0.01248755612271742,0.008914703565366007,0.016588208632679048,0.001717425588105891
82,0.012336732556351367,0.00868512931742706,0.015889811764142527,0.001695979515240047
83,0.006810009447885821,0.009156084735411948,0.0169987983772839,0.0016024285552587937
84,0.007440564838086207,0.008835683159567426,0.01653626715671372,0.0015960397755669694
85,0.005824270291369824,0.009162052250210575,0.017369381714237693,0.0015362095809367082
86,0.0062934656100902256,0.009054037198495594,0.01743451115201524,0.0015844560956969054
87,0.006306146336099303,0.008833987641249158,0.016931446490241683,0.0015767364087721498
88,0.007395780527953358,0.009141510432027714,0.016948965010343618,0.0016033067777410917
89,0.007216350456191191,0.008563683241808054,0.016135807546637078,0.0015822941243888804
90,0.006273930885446489,0.009278643659188228,0.016644027865111207,0.0016086743404448228
91,0.006225782527565196,0.009464579231071303,0.017282023887087553,0.001572737717487303
92,0.012121708860114589,0.0089546548888579,0.015683129110386294,0.0016987900668259332
93,0.00838277790156014,0.008875446599778113,0.017179747792173385,0.0016517361110937893
94,0.008477198068750233,0.00906955373334466,0.016094939193710755,0.001624298914702069
95,0.00607168045788847,0.008891526896144294,0.017783883466136748,0.0015097833740006141
96,0.019047119972947647,0.00951370407798887,0.016851813378282593,0.0018413384787005975
97,0.0062066159020535815,0.00935311401327778,0.016464837574703454,0.001582987559167164
98,0.006207797755789371,0.009142533995396695,0.016722968278546392,0.001524538305585482
99,0.00632766424543527,0.008948058315834517,0.01693454517089463,0.00154772978404424
100,0.008491489397231936,0.008974608347343212,0.016667441744169585,0.0016270050769260176
101,0.006276877476456215,0.009165209409085287,0.017131065120033345,0.0016298175107804565
102,0.006154949665797179,0.008775006881584887,0.019304865942550473,0.0016019482939936204
103,0.006010380593809064,0.009203633238401409,0.017510834504635815,0.001536517059694175
104,0.0062661878290892915,0.00909900836444407,0.016591823594282448,0.0015936116988454015
105,0.006167934960364437,0.008868081813987719,0.016389448832369688,0.0016046356237722425
106,0.01869613963241812,0.00867760411128528,0.016722319761173166,0.001702562311202938
107,0.008133125918674884,0.009158183408025164,0.016988058328669113,0.0016453765009306427
108,0.006092906704312627,0.008975097171946837,0.017327563343097194,0.0015843927783740913
109,0.0061086829009589375,0.008995981253570269,0.016747974814851144,0.0015575822158672798
110,0.006264340775582295,0.008854116363430696,0.01679662099182748,0.0015516415377539628
111,0.013115368296055589,0.008852157543821168,0.016517175230830607,0.0016267959943403894
112,0.006346436865531803,0.009280418289569312,0.017224570720092827,0.0015198873151075053
113,0.006053289070552048,0.009052303047480916,0.01672728995663223,0.0015650543355895732
114,0.006062437529292728,0.009278487361104815,0.017479476184887578,0.0015220495384371297
115,0.006275710156046757,0.008686987159822083,0.016850642220723626,0.0016093562632002118
116,0.006170909783927777,0.00934863559258713,0.016668799867570895,0.0015586499865190295
117,0.0061585989458976375,0.009235730830747937,0.016858938021147817,0.001542066916267985
118,0.00778156431731949,0.00844119857779951,0.015939620057231936,0.001596403470029287
119,0.006026865340906853,0.008605041640708851,0.016617746816986752,0.00153890814235726
120,0.00785808342047946,0.008708622139287657,0.016446991698832396,0.0016247407526122114
121,0.012787153714141323,0.008764453117264932,0.01649494421075097,0.001775445536577716
122,0.006138027683911213,0.009510431192980798,0.017174194674363805,0.0015278979925940522
123,0.00835981037698014,0.00889101719038219,0.01661467882321767,0.001684309257404136
124,0.007789756505431138,0.00872778536504103,0.016514969113208107,0.0016079989643567787
125,0.006686539884799749,0.009229507998195122,0.017045952010217698,0.0016212611565729002
126,0.007964209493810798,0.009083850603659807,0.017101881264871385,0.0016439508565625986
127,0.006131880377234987,0.008751056526503419,0.017850393121040604,0.001538047874130288
128,0.006176211307725937,0.009343159359031399,0.017076316086844005,0.0015822642324705982
129,0.006401523732525654,0.009407513104964965,0.016762434682616442,0.001573891072736199
130,0.006093783979995658,0.009560892381228453,0.017165022987636037,0.0016031580872740143
131,0.007563421968929669,0.00869854956832691,0.01642244214077048,0.0015467899933246988
132,0.008679269258279559,0.00945063681543478,0.01715762039328895,0.001624369134672243
133,0.007341642714364667,0.008733163986050497,0.01610954854478677,0.0016286992924998843
134,0.00669313754534917,0.00909664887615708,0.016974697938235896,0.0015856859001081025
135,0.006133680702831466,0.00893543515517567,0.018035199294595183,0.0015677026748197702
136,0.0061667214185852515,0.00943492323680177,0.01621326237839454,0.0015298190437769608
137,0.006254725383808559,0.009267382636454782,0.016614072828455912,0.001554974860334841
138,0.006232751617694718,0.00896433856323951,0.017009970788399963,0.0015575367252779423
139,0.0060854015054333955,0.00896097239247157,0.01702289837634114,0.0016007621641699421
140,0.006178830325169603,0.009170723042582794,0.016580820712065097,0.0015551967520110524
141,0.005989412395247582,0.009330740997033064,0.017720049874453463,0.0015496972472033366
142,0.006072374966323861,0.009195062162674558,0.01699472758199074,0.0015286602084371352
143,0.007212160771417772,0.008988769108919142,0.01683751413233259,0.0016329476161834168
144,0.006616953710961758,0.009107147234711625,0.017167572651183512,0.0016484988234122784
145,0.007286049283260243,0.008997058333380666,0.016795912024600904,0.001628923882062682
146,0.008166225811733829,0.008945464939206713,0.016672286501694694,0.0015945206151999184
147,0.006093949053267227,0.008818296479310286,0.016161779818341417,0.001604955161954424
148,0.0059671385902446165,0.009092350352683465,0.016957232547563705,0.0015386238971653553
149,0.005959302595555041,0.009084673347425104,0.016557438621305987,0.0014837459939452198
150,0.006158159095469714,0.008820118056057084,0.01690449466039322,0.0015506838691428473
151,0.006662007837446891,0.009209135722412113,0.017242077774447237,0.0015848285464537695
152,0.008220356479494486,0.008713408336443507,0.016400578180656974,0.001636525357493087
153,0.008547527034472865,0.008992438032693128,0.016302341806208803,0.0015803186219935585
154,0.007506139636864533,0.008985950429261376,0.01675850620340245,0.0016168839596233519
155,0.006143665889063072,0.00890549348269104,0.017595699443573302,0.0015213598643551637
156,0.011617944766311287,0.009070928778293692,0.016850939122227338,0.001772588046732795
157,0.008206198574838095,0.00891367340514956,0.016809648583454528,0.0016567906279869038
158,0.006333138964494382,0.00898926781481865,0.017012517923191715,0.0015730333838073704
159,0.008645730752165506,0.008935425793688292,0.016077935302643426,0.0017054868711944035
160,0.005999864087804348,0.009470161634153982,0.016543266491361855,0.0015863023664069592
161,0.006004478404462926,0.008883304207011977,0.016735853336386185,0.0015531766658976542
162,0.00620021759841414,0.00936904505748564,0.018726897861516028,0.0016171064291523969
163,0.006033509899573753,0.009643123306149463,0.01685534924516094,0.0015531821111505958
164,0.0061747268214306815,0.009038214168909153,0.016694790687241688,0.0015588393830084334
165,0.0060709354180468475,0.0091123630168383,0.01688342416331834,0.0015365223741671103
166,0.011622729576869831,0.009141239033619238,0.016750104234509615,0.0016366582055143408
167,0.015422321797707784,0.008889101279580949,0.016474293893818142,0.0017061999139569117
168,0.006017101725933064,0.008650750865523835,0.016675793335663762,0.0015761290069664837
169,0.008523396298870308,0.008632501025285708,0.016826439996541383,0.0016188442230114413
170,0.0060172105480291935,0.008536209280697052,0.016688831995028255,0.001509536139702005
171,0.0059929117953705716,0.00895260353411401,0.01692587637052394,0.001589399839558795
172,0.010994541461165902,0.00896557450485765,0.01581182352264748,0.001677225159470125
173,0.006263083413699395,0.009010615949054387,0.017780289293334757,0.0015752064119167884
174,0.015468620410853031,0.009106196583403135,0.01675557825806196,0.0017787895392725414
175,0.0061284500371757335,0.009466766819957673,0.01675785166374601,0.001553394658122681
176,0.006050401890881725,0.009024240363592569,0.016547125484806816,0.0015535496671650216
177,0.0062154227953062306,0.008757710144361018,0.016769250704244433,0.0015433967695658761
178,0.008097382917545535,0.009151960881143766,0.016535810968820598,0.001697142818334683
179,0.0064555776206040826,0.009487628185323359,0.01683543421590735,0.0016223520261145622
180,0.008204805048934154,0.00871724321582033,0.016612040194443692,0.0015889272145897062
181,0.008509295825451275,0.008792978858745821,0.016198805868554694,0.0016303755712136193
182,0.006079079512507942,0.009367801261503123,0.016106104916544038,0.0015489769471974768
183,0.006179368180106762,0.008925766734340677,0.017332239327343627,0.0015305979492787308
184,0.007830346521777415,0.008883241820458649,0.0165838081082966,0.00158939895141061
185,0.0060174474200463575,0.008791837438322804,0.01684932534490903,0.0015826896124901083
186,0.006056334435991812,0.00880133656875674,0.01638035268852784,0.0014915640134787996
187,0.007293821157520402,0.00931876387187652,0.016556527274415152,0.001620634588611807
188,0.012966970644448982,0.008620048339223162,0.016785035854596352,0.0017443490369725657
189,0.006830985020211048,0.008718550878187568,0.016299162775903618,0.001584636005288289
190,0.007405315034782069,0.009087533797803013,0.016576030298090218,0.0016457638258206312
191,0.008262429295641156,0.00924501529107084,0.016597406698978343,0.0016960928771197119
192,0.007229862816135674,0.008795848209380971,0.01650809026905435,0.0016161517271675507
193,0.006139373590057116,0.009226877909130297,0.016805551827257806,0.0015135133389115707
194,0.006113348297492066,0.009291803632752662,0.01795713612092098,0.001640362166401762
195,0.00590039541203594,0.008992642961163616,0.01660447019617429,0.0015816972384098756
196,0.006133869197655477,0.009227305222938749,0.017468992890279075,0.0015574903299076371
197,0.0062429507446057995,0.008818851697462503,0.01651217854491248,0.0015783719010310712
198,0.006216267788070912,0.008735063053278577,0.01677518451251541,0.001548468990168281
199,0.006130658335774078,0.009677247327982776,0.018204058086273393,0.0016214614573657113
