,bearing1,bearing2,bearing3,bearing4,date
0,0.05220932210890016,0.0050070735693427204,0.0024308946650886164,0.004330998368287977,2004.02.17.00.02.39
1,0.002894692519930111,0.002923598854914026,0.0016886656938321705,0.0009462786218664053,2004.02.16.00.02.39
2,0.000855546182239343,0.0021628577191472906,0.0021438626033108087,0.0013358586753881186,2004.02.14.14.32.39
3,0.00349563758590773,0.0019937319384246022,0.0025700542269193605,0.0009821222379645463,2004.02.15.14.32.39
4,0.0033691138057058024,0.0017050992133969365,0.00504791673467848,0.001041486056925984,2004.02.12.11.22.39
5,0.0049350286211673105,0.0022125391505958985,0.0008462555171224183,0.0004596251622917489,2004.02.13.11.22.39
6,0.051616835030412235,0.002555709671094399,0.0008768603254361226,0.002285463550181138,2004.02.17.02.22.39
7,0.005306696192260488,0.004745717709232929,0.0007796292440129582,0.0012321398896921966,2004.02.16.02.22.39
8,0.05236573607752582,0.006904387026826566,0.0011987882153270911,0.006823899010701354,2004.02.18.15.52.39
9,0.00320198519555536,0.002113720154253574,0.002183529536721101,0.0012210814644760446,2004.02.14.16.12.39
10,0.0034207546502864113,0.0028772501243545467,0.0013089602810340169,0.0009214282046154273,2004.02.15.16.12.39
11,0.1503256931655067,0.012224096155264576,0.004182128708978029,0.009567520393655837,2004.02.18.08.02.39
12,0.004169941567503218,0.00325160347058087,0.0034392163624011626,0.0007011168823014759,2004.02.12.13.02.39
13,0.005836990610413031,0.003171514893422093,0.00306527991760857,0.0007091275185374997,2004.02.13.13.02.39
14,0.013865102513493974,0.003935933122400092,0.0014864976920942019,0.0015325598120912787,2004.02.16.04.42.39
15,0.05624467836719554,0.003999758990489695,0.0004951641193664166,0.00415352400871962,2004.02.17.04.42.39
16,0.0028278227943075297,0.002772305178982228,0.0008858048540411707,0.0003340737591609485,2004.02.13.08.32.39
17,0.10234989332796267,0.004103434471850949,0.0018290381421753965,0.01112544921220876,2004.02.18.13.32.39
18,0.03694589848153683,0.002410802667002531,0.0019885588937776848,0.002756958032406822,2004.02.16.19.12.39
19,0.04352055268186445,0.005638288682428846,0.0012912062537801534,0.005773712683366607,2004.02.17.19.12.39
20,0.035415125211052306,0.0061846277633615405,0.0021908592328646805,0.002788867504855287,2004.02.17.20.52.39
21,0.039843885726150184,0.0012202232410823905,0.0013022329114022032,0.002873750937196945,2004.02.16.20.52.39
22,0.11344048147329712,0.007985047028016867,0.002118615162940886,0.010316727761938704,2004.02.18.11.12.39
23,0.0040612993641406785,0.002076441010038436,0.0007269057868548684,0.0010911391997680444,2004.02.15.12.52.39
24,0.00023785785891525097,0.001123565741720497,0.0008138888110160442,0.0005640194515839982,2004.02.14.12.52.39
25,0.004751691851154507,0.002529467823802328,0.0015877440596637749,0.0016284353069476055,2004.02.13.17.42.39
26,0.0025842175421672588,0.002021246181797477,0.002554495250561407,0.0005122920808567002,2004.02.12.17.42.39
27,0.004864297444065593,0.00248919794999629,0.0021200232235074564,0.0012850837517567096,2004.02.12.17.52.39
28,0.0036148539238619647,0.002334170780086857,0.0006726223407973272,0.0013266726487825605,2004.02.13.17.52.39
29,0.002903931935175396,0.0015690309083278408,0.002234804556200552,0.00066418743257094,2004.02.14.12.42.39
30,0.0028494297146234803,0.003372250397102805,0.001906213230311055,0.0005135822225034893,2004.02.15.12.42.39
31,0.11612752589078308,0.00814753372170819,0.00446332289100551,0.008941349353277473,2004.02.18.11.02.39
32,0.03917075574398518,0.002739314008594753,0.0020957514452610904,0.0014692586308671473,2004.02.16.20.42.39
33,0.03354799469205568,0.002896249114839395,0.0012076447690867553,0.0048183137587093465,2004.02.17.20.42.39
34,0.04583726915388185,0.0039535712261300135,0.0010305058701221182,0.004663725296410444,2004.02.17.19.02.39
35,0.03926646942863976,0.0033112982424621787,0.0031254356330710944,0.002953446998240869,2004.02.16.19.02.39
36,0.10716118944057433,0.008356528087360591,0.0025579493706331673,0.010476580030625987,2004.02.18.13.22.39
37,0.001140524798857548,0.0026874182144477907,0.003117949697387972,0.00044902038208723534,2004.02.13.08.22.39
38,0.05544832507458364,0.003742305905969235,0.001678600331954285,0.0030268010785190085,2004.02.17.04.52.39
39,0.0167533982820886,0.0025265949878910984,0.0006354564518599907,0.00045381637545884826,2004.02.16.04.52.39
40,0.005531400234814736,0.0015653344279232455,0.002169359918605177,0.0018191979158194327,2004.02.13.13.12.39
41,0.15031312155930596,0.010198093279724487,0.005043366544357711,0.009041338328697085,2004.02.18.08.12.39
42,0.0054069631632923144,0.001973762136319645,0.00044270660462735145,0.00012642831795487992,2004.02.12.13.12.39
43,0.002631736615982415,0.0035713601366270725,0.0011333219557811169,0.0012942643195693036,2004.02.15.16.02.39
44,0.0014815865973018,0.0016950791053704846,0.0009681691443232004,0.0009613090527190012,2004.02.14.16.02.39
45,0.05488459952358748,0.006519585471096484,0.0038593651524764273,0.005199115261035643,2004.02.18.15.42.39
46,0.003674451503366021,0.0010156814003176122,0.001788186242882671,0.002294698376566336,2004.02.16.02.32.39
47,0.05154815746869347,0.0035833019955724163,0.0007869479170743733,0.0038248499211801343,2004.02.17.02.32.39
48,0.005636343684379549,0.002596471110802759,0.0019697109936897203,0.0008569501416749538,2004.02.13.11.32.39
49,0.0011833613027701245,0.0019443556666466173,0.0006906368596789862,0.0005719937325833013,2004.02.12.11.32.39
50,0.0024836532949530326,0.003610011674026547,0.002627722951090131,0.0010449508628213888,2004.02.15.14.22.39
51,0.0023584932139686376,0.003043243668470847,0.0025623160629644863,0.0010050367384239669,2004.02.14.14.22.39
52,0.0012354792678969887,0.0011191560685051996,0.0014672691944491287,0.0001608968170117069,2004.02.16.00.12.39
53,0.05143122052446232,0.0030222677507896643,0.002928741910479878,0.0029030353270662287,2004.02.17.00.12.39
54,0.002806390877585359,0.00195680483019589,0.0006034560758493597,0.001389516745438392,2004.02.16.00.32.39
55,0.0040010470766268895,0.0010685272050930245,0.0010903269766931944,0.0002926199180864596,2004.02.15.09.52.39
56,0.0018943041169312085,0.004828702736100258,0.002719294608763978,0.001254678777557996,2004.02.14.09.52.39
57,0.05202603606720668,0.001401436893391265,0.0011015687405691802,0.004770596568089367,2004.02.17.00.32.39
58,0.16142068419054478,0.012175416067295152,0.0064618173993738716,0.01068662909759125,2004.02.18.17.42.39
59,0.0026575555286000555,0.003467503205953651,0.000931811342944286,0.0009836490264879553,2004.02.15.14.02.39
60,0.0004458574228811178,0.0008801005501064402,0.0010031021505855,0.0007412824169598294,2004.02.14.14.02.39
61,0.0016262549721000755,0.0004008726029084081,0.0012783660229763315,0.0005348570779851297,2004.02.13.11.12.39
62,0.004832674996551946,0.003609239371459111,0.002919267528267913,0.00013893290197455844,2004.02.12.11.12.39
63,0.004483868032996367,0.003433398567826005,0.0008513369275039558,0.000386481118636548,2004.02.16.02.12.39
64,0.052894262684940005,0.0024420664002675467,0.0029916045178031555,0.0034309881238762685,2004.02.17.02.12.39
65,0.0033476535906437517,0.003375812078640623,0.0005361853091518295,0.0007844497078722264,2004.02.15.16.22.39
66,0.004423662138354993,0.0027671576782350386,0.0008140763565195753,0.001062073761924343,2004.02.14.16.22.39
67,0.003007718346410429,0.004572316824042741,0.0005661526248399526,0.001308896058871225,2004.02.13.13.32.39
68,0.001845388166125575,0.0019067788837833376,0.0008642765975734537,0.0002687167621514462,2004.02.12.13.32.39
69,0.14484455914586744,0.006935562645265958,0.002504130898820525,0.009203951204120963,2004.02.18.08.32.39
70,0.0534491745586107,0.0028684894924239594,0.0005254743832833683,0.004552414247997701,2004.02.16.22.42.39
71,0.038070646164547264,0.00515050412308635,0.0019909986029740825,0.0035462534881641524,2004.02.17.22.42.39
72,0.1108108027555308,0.008373053935860202,0.0029265906730920987,0.00972529828763607,2004.02.18.13.02.39
73,0.0010411519647697274,0.003706346757897238,0.0010305033830042927,0.0019267805280766485,2004.02.13.08.02.39
74,0.0026423983592716105,0.00288391464956872,0.0003061067837635584,0.0008449991075621718,2004.02.14.10.42.39
75,0.04362708449974112,0.004566805702807736,0.0009499327816352849,0.0027338164888616604,2004.02.17.19.22.39
76,0.038497680391897784,0.0016585601443541078,0.0029768539376328184,0.0015751614552695836,2004.02.16.19.22.39
77,0.002894847073026445,0.002080174781924099,0.002758318797649457,0.0007504511873550475,2004.02.15.10.42.39
78,0.002570771872355643,0.0019168775300056871,0.0010127991645862903,0.0012253460652811774,2004.02.12.15.52.39
79,0.0031424718641270416,0.0021287566968328057,0.0047085505391599594,0.0018481135885552605,2004.02.13.15.52.39
80,0.055411037454720015,0.004413993296507602,0.002176829863273883,0.0027214902576952692,2004.02.17.06.52.39
81,0.023632912037904685,0.0019537073193678324,0.0018666085068277465,0.002244653950041866,2004.02.16.06.52.39
82,0.11162990614621787,0.006543443881642322,0.002046618948191366,0.00892438916928502,2004.02.18.11.22.39
83,0.1125603164677162,0.008848716061206836,0.004401954550275069,0.00901598011842402,2004.02.18.11.32.39
84,0.02292553510050156,0.003317968684094082,0.000278605105783741,0.0023114287272771234,2004.02.16.06.42.39
85,0.06002578100236525,0.0023698519860886965,0.0015188508250368097,0.005511730247252489,2004.02.17.06.42.39
86,0.0012993323435990336,0.0031920174548446673,0.0018722235563889981,0.0012528387307214313,2004.02.13.15.42.39
87,0.0051234881171998885,0.0034046888716731264,0.0032792567569132048,0.0015863146589640588,2004.02.12.15.42.39
88,0.0013613175666068315,0.003726916123490744,0.004231450787354131,0.0005508318453970361,2004.02.15.10.52.39
89,0.0390802522089586,0.005430805580979357,0.0007148686706217537,0.0044827088785902285,2004.02.16.19.32.39
90,0.04231337880389618,0.0012133311369027944,0.0023695490468103922,0.004482675729547204,2004.02.17.19.32.39
91,0.003418086891648709,0.0027056963416804184,0.0009267960275594984,0.0010545348814582094,2004.02.14.10.52.39
92,0.0031926378741646017,0.0017625467082867305,0.0025487859807306642,0.0006944596460537099,2004.02.13.08.12.39
93,0.11331079477931075,0.006233570568149534,0.0014454287195160437,0.009727454962124526,2004.02.18.13.12.39
94,0.04050634636898287,0.006033053290395628,0.0014115887515851705,0.0036333285769975993,2004.02.17.22.52.39
95,0.05162179097741992,0.005272712128491395,0.0011258956991477872,0.004539301654256829,2004.02.16.22.52.39
96,0.0020351562187435053,0.0013377331908812349,0.003562590812608646,0.0008362299254198473,2004.02.12.13.22.39
97,0.14951147677828613,0.009421028428736593,0.005017824781094664,0.00836538151574727,2004.02.18.08.22.39
98,0.0003193956408357397,0.0014701239894118374,0.0011867625629761321,0.0014389952516271707,2004.02.13.13.22.39
