bearing1,bearing2,bearing3,bearing4
0.0010881935076752813,0.0012239662108785654,0.0018736065764192575,0.0005312451517057608
0.0013261391170271823,0.0018352985623751508,0.0009583687159306149,0.0027181729667145344
0.002462563536716077,0.00212940355440034,0.0006870905236290585,0.001213753979020863
0.0009773771153782178,0.001395458558980039,0.0008214123860769882,0.0021475747288126797
0.00034548293361887046,0.0009167715371791824,0.0017672557186110929,0.002077223016746806
0.0006121379427234132,0.0008306254902561007,0.0012526794190736927,0.0013788929141141742
0.0023227891990162982,0.00012412482722410292,0.0006057869673029287,0.0014484370341198785
0.0014935735028370294,0.0016534126397289098,0.0020246740725922614,0.00465595380309641
0.0013354878061329724,0.00042481735187566323,0.0015517392550955522,0.0012029449190911765
0.0022554420034985173,0.0025555144147257317,0.0012856962878604974,0.003198741464179529
0.00091068545676829,0.0019800684282917894,0.001187220959665901,0.0013924067706953258
0.0004891665165171653,0.0022780003117115447,0.0014180692889147828,0.0025669381687535952
0.0017511663996635904,0.0006587228026930738,0.0012144176168150476,0.0010106989698704016
0.001155677463722266,0.00042359034494851393,0.003352067271437619,0.0038049459022849947
0.001973984775286949,0.0007067921449738206,0.001337896205666743,0.0005693663083266693
0.002581511030629459,0.0006972361405880602,0.0032284539726073684,0.0173787538313608
0.0027968862938639546,0.0004653771912088354,0.0008372913179480715,0.001684928126684987
0.0025458441749599513,0.001108845091741923,0.0006302160400964784,0.00279727518720192
0.00021774629430405107,0.00031160538006233675,0.0014104213661712084,0.001470226316270613
0.000492486229642307,0.001446266236523589,0.004282763023941013,0.0031664765389387466
0.0005181741553797636,0.001826612905294698,0.0007425115944207149,0.0010617641866229913
0.001092010652333338,0.0018355474734886368,0.0019740673391914396,0.001519341688861434
0.0013730404344138355,0.0012898630206661878,0.0025828461485932494,0.0037242295724785215
0.0017906031020104565,0.0012843964340354865,0.0018605935703317825,0.0014946996474296632
0.0006048054105630244,0.0008899157690929142,0.0010645477626200649,0.0023650883969083283
0.0030469118111190064,0.0006425418046289435,0.00231592047209122,0.004376848592979543
0.001819050119078284,0.0005305703253475494,0.0036435999043482863,0.00037624110814184794
0.001628087596814657,0.0009430511108718533,0.0029591882867842315,0.0023706293138629174
0.002522973359854854,0.0011748526952953494,0.0003544235882641443,0.0015322446894879553
0.0005425571386551679,0.0012540842263494107,0.0017608254013407956,0.001274542500195891
0.0009080810336982849,0.00010860563873115661,0.001341214209204057,0.005830045430068283
0.0007610787077825212,0.0007899304601193066,0.0016243059917789165,0.0008479077231033334
0.0006711288901317513,0.0005596513486787561,0.002310380112335797,0.0004653542755542786
0.000639608058119773,0.0006504074261675216,0.0011238409642248775,0.0036726820965524588
0.001007174356176265,0.0007889381249936406,6.15965747141663e-05,0.0009408448352040786
0.0006992335202661172,0.001066196154476113,0.0023127087317453606,0.002344946439313893
0.0014510576035212828,0.0012985612547140983,0.0007634657098303288,0.0016205402914935528
0.00023613526420438371,0.0008832292199337489,0.0008340523769984313,0.0005412719853215012
0.0004792978429399593,0.0005018945569405352,0.0012904048121946815,0.00270356734108052
0.0012272080419047683,0.0004171099676383172,0.0018130108178347451,0.0037611580978012013
0.0008971752000412767,0.0009967882888067656,0.0006677988373811964,0.020082769818117085
0.0031546302779609536,0.0019034199850316098,0.0002996417470174671,0.0017808249673401473
0.0014641132780543855,0.00100212177030008,0.0016564077244518333,0.0012802148129198033
0.00271229852416845,0.0006030582812358242,0.0015253985619603863,0.0010720025614015178
0.0004132788939927081,0.001312789572833249,0.0008305548776882532,0.00036130842286398825
0.0022241597962638026,0.001404905641285872,0.0024332407111626766,0.002283239199748152
0.0015401784171961697,0.00046566720046112894,0.001228426318875027,0.0031375551229779657
0.0007926138947107845,0.001132139963010947,0.0009955434915831347,0.001277278977837436
0.0008469330758327479,0.00035366665347901557,0.0017425498657108757,0.0009215292961927522
0.0014495615179597734,0.0007188201878528972,0.00020097993250345586,0.0012587773363464314
0.00274863116482053,0.0014240634048598576,0.004570832753519403,0.005021985373412621
0.0007608441320787328,0.001174323940379304,0.0007244324096797919,0.0004944419424009078
0.0010623783559177815,0.00197338889726604,0.0037244260292771895,0.0011633918064673015
0.0017968541579613713,0.001934044088226614,0.0023154557951935296,0.0019865087217359003
0.0007560368510683277,0.0007483269921135212,0.0006025001234284925,0.006127455772642939
0.0010694621175072006,0.0011964951078298138,0.00044989589435426357,0.0033485920862210273
0.000208902441802148,0.00036194466744872455,0.0015800656198403534,0.0009763009220330002
0.002010282397766397,0.0007749876633978285,0.0023227725795527906,0.0013161940405116467
0.0007271984808862866,0.0008236394297268208,0.0014770618464750014,0.004021461714477577
0.0012393329705980244,0.0006471520905224476,0.001710478193166469,0.0007702098025059482
0.0006293867049260491,0.0006843887918591241,0.0007085452405853546,0.0002350354889193369
0.0009852762884876047,0.0004349766328459103,0.00282710142900646,0.0029918310437608794
0.0014152454578344284,0.0007863972139082314,2.7333467396214767e-05,0.0009418784055595877
0.0013133736996547548,0.001056948549428613,0.002145297377171815,0.0011245463063853912
0.00046879749137441985,0.0009765272365690642,0.001499211633962069,0.001028989038423461
0.00046332673131427863,0.002407019546527291,0.0014063418409105183,0.00827582952652877
0.00042949481595893886,0.00039210133332175925,6.531656223882417e-05,0.0035363765416321375
0.0012049206272650814,0.0004910809940648083,0.0018893475435844452,0.001824685126648351
0.0005764138812366851,9.692249331927138e-05,0.0008453061668635604,0.002474343107159128
0.0009901128174338045,0.0009617495107901663,0.0012127388556106994,0.002042633734591201
0.001848356917387975,0.0003593742601662239,0.0018117542872755654,0.003345954166752245
0.0012867851751312645,0.0008468451706507339,0.0013648193403061485,0.003410210508067226
0.001167116863327367,0.0006906419398406136,0.0015860509290194559,0.00507207930537126
0.0015959616224925088,0.0005616583690350249,0.0012458802166143155,0.0011352988774273685
0.001772719167404999,0.0018156516454684965,0.0009544098350736034,0.0014567460442577384
0.00179778768421321,0.0008384720403844386,0.0028131745453369474,0.001365365074418149
0.0026863376847905806,0.0004640037043197326,0.0028900248776524847,0.0009675474379489029
0.003348128975058693,0.001111172447232992,0.0036369109752918635,0.003013235660144782
0.001304956884094436,0.0007424737713965026,0.0009418010486099112,0.0016350046908539533
0.0018694054105673277,0.0015882992419229544,0.000570208406361486,0.003022549642199148
0.001220841148323395,0.0005975313127401816,0.0021959826235695215,0.0024833273314374266
0.0007053083488040571,0.001046778567191073,0.0012676804306645962,0.004849243115647858
0.0009068255721649534,0.0005907949367313106,0.0013686351323422732,0.0026066478147769544
0.0011824621214395336,0.0012221950693445023,0.0007296994180943099,0.0009218449138555821
0.0012340704560552531,0.001311381649088468,0.0009215371011766387,0.0021300342115621665
0.0011656158784410114,0.0013351113931377384,0.0018295979776411385,0.0005868823635901761
0.0018549439381349267,0.0014359454049125663,0.0014897821497737351,0.00154441589714487
