bearing1,bearing2,bearing3,bearing4
0.0016161444369692368,0.0015518220195711325,0.0008119975556034857,0.00023604520788302193
0.002531654301996972,0.0010652224529326092,0.00296412442645608,0.0025308646852544494
0.0016380343114142156,0.0009648411541518204,0.0016887011222057294,0.0027092227209946575
0.0021600653812582954,0.0010709260417565518,0.0027900921167878056,0.002033641420574088
0.0004978811764270362,0.001296638138022998,0.0022245476020773653,0.0017854718730753228
0.0003727639783382748,0.0020440323547749775,0.001242714137166469,0.0011061289989836881
0.0009437682538443666,0.0005800224522178064,0.0022716164383937746,0.0024750039191376587
0.0004545160392924571,0.001347076934325069,0.002416880238124811,0.0009176611868229796
0.0004507288999493324,0.0014720429706445192,0.004451192742851639,0.0022957874713946096
0.0007247844853754022,0.0005319227339324986,0.00099553047280945,0.0037827628276650275
0.002065639586505168,0.0009432174840892217,0.0004462167616598869,0.0013375482017232115
0.0024419475931442237,0.0014526489983978938,0.0013411113218380045,0.0030902235697931406
0.0005445440809026705,0.0027691618929527335,0.001300244816664211,0.0007337507636350289
0.00175052690367049,0.0006613531901050397,0.0007698972923400453,0.0029236312680065643
0.0013222205869549216,0.0007789737358542858,0.0010612188715842321,0.00030686824377795693
0.0015940174852698285,0.001245752379743914,0.001172451068839957,0.003991159759995443
0.0008202646509386432,0.0015903218833439579,0.0015149916206015279,0.0011014669775930154
0.002409987189986229,0.0005334615008116755,0.004868941142740702,0.001406666041283559
0.00018911081585198158,0.001802897467726683,0.0010891346624955617,0.002081596043483614
0.001072811494547761,0.0017272065363988039,0.005321378234022585,0.004406029438030325
0.0014127142800011516,0.0004357075225519502,0.0010220517369703595,0.00019709607850733704
0.0012256365540262038,0.001150706032527527,0.0007112269790592457,0.0008229483996559094
0.0042315910704483276,0.0011728933539995566,0.0024570531688335277,0.0026181759352080784
0.0005682282257593903,0.0018519809945690023,0.00045133511448158033,0.002085171549824398
0.001849624290050302,0.0006032249831160238,0.0018234338104950972,0.0036578280744337453
0.0014882869123411474,0.0015896745639259132,0.00387523747904185,0.0023331443252221757
0.0019898666224672412,0.0024681769205644427,0.0030023672679150137,0.001294412108712211
0.0012844167312497864,0.0006398583269844973,0.0017156499316394,0.0008448463097561853
0.0022053461564112095,0.00044182117061151516,0.0011210570189018455,0.0016664229972712021
0.002148573078529952,0.0005530138105232085,0.0012593237588604824,0.001567592406013713
0.00037062752358578877,0.0011625399992581502,0.00286898750839927,0.005188267910127449
0.0010780531152623201,0.0005075294350291667,0.0030225646201271685,0.0007069658180582533
0.002040348685121236,0.001181418728346843,0.00025196432795590134,0.000710427009397688
0.00032362273852658795,0.0004576258161626116,0.00020905184150270793,0.0007658693993360153
0.00015841527765154755,0.0010411643652087563,0.002161789276755872,0.0005742874143781286
0.00035621390345690323,0.0013211771433203415,0.0011970175633723718,0.0007748643649544574
0.0012619777986856242,0.0003717141753718202,0.001739607849475949,0.0011364185755290905
0.0007710472138511382,0.0012203133358114123,0.0012449065245580273,0.002246870633664306
0.0017404227433383238,0.0018555538866789495,0.0016662213806873981,0.0010464576278501909
0.00133387046526711,0.0012969446664044808,0.0006375284487037738,0.0016829701579611134
0.0021909246124774628,0.001012390086108965,0.002369516248812969,0.0008572452621110779
0.0007430021617604929,0.0006367494627617178,0.002452239046194939,0.0028712617872307614
0.001626708682472354,0.00043556666452705363,0.0006636055556690466,0.002294382832744279
0.0011183529487036549,0.0013001120835980293,0.002461917632284627,0.000551211123006886
0.0022893259538615245,0.0008397137972658418,0.0017719422189327449,0.0009252556793780437
0.00015085358889370434,0.0004176582012116721,0.0027320170160956107,0.0013329600949606767
0.003221786995515562,0.003028076655601712,0.0014155856163629776,0.0006644291748137685
0.001530546236115453,0.001125661405523601,0.0013244055951669455,0.0014525586888992032
0.0017384729784435317,0.0017128173855020365,0.00039897808422937985,0.0006832986181720432
0.001640449969710689,0.0009864916893605152,0.0016106817521314568,0.001479287110084709
0.0020739071929654837,0.004250149525380474,0.005565083186717026,0.003301940732121358
0.0004946992359352391,0.0001539689126522181,0.0009138704354621154,0.0006776756296247
0.0016832875171591622,0.0021180610064642225,0.0006062665919190431,0.0004008226013400722
0.0010402429383450675,0.0011041054869271503,0.002107301962572421,0.002644776109022992
0.000324988367696911,0.0006995832473230389,0.003015105371429123,0.0030129586727818433
0.002071450742220248,0.0007960948524024238,0.0028548487347322448,0.0009174237993871649
0.002055881734519067,0.0001815753280987568,0.0041374134559357375,0.0007368918765067656
0.002640957409631524,0.001128781502577021,0.002318184119397799,0.00259770574059993
0.0018301096775553791,0.0007952304413492989,0.0020479973381354135,0.001706237617458717
0.0006121788246461481,0.0008957547357482418,0.0013347033078125027,0.0015078691357737863
0.0027218746175409186,0.000772811359144648,0.0010344679128840707,0.0006106625043084174
0.001216776157421209,0.0014481532477735159,0.0019036592774121079,0.002803490285206673
0.0010491015696085506,0.0005852364673682967,0.002840396590669657,0.00027928916705855276
0.00018331747869184645,0.000977075882883988,0.0011188932168185773,0.0002418736155534845
0.002418667345426399,0.0009154075428304074,0.0008420869614024971,0.0005168205475585061
0.0012960587130879649,0.0011774500285892991,0.0022276486757412377,0.00025310023694863923
0.0006085243605873083,0.0010601882130450346,0.0025234717560888263,0.0009927198913880233
0.0011237390143726991,0.0009122924451997493,0.0014892374209422587,0.0004959795369987352
0.0006204476289858531,0.001302344145730927,0.0018793560543438643,0.0017774694659899331
0.0016109519867074998,0.0010164034292261786,0.0010626581933403322,0.00024452980111559953
0.0009168318580274301,0.0008862057462739217,0.0011709712656397303,0.000573495687204018
0.0013370110101849548,0.0009064128554806586,0.002482507453782325,0.0012921605057929463
0.0010110588618369794,0.0011036544511717947,0.002505683803617788,0.00029838067664278987
0.0009773999301711516,0.0005950201119202282,0.0026932748484911704,0.002093192320940806
0.00118889198276606,0.0008954448943165431,0.00146724113164526,0.0017863777651012892
0.0023899401505369684,0.0004743996604561185,0.0015460692513430405,0.0023906575564620995
0.0030352973436363006,0.0012412101514718118,0.0017823660553681936,0.0013818789471877265
0.0014734688635121382,0.002684022256518525,0.0013075600650827555,0.002324515080210165
0.0009222124700313799,0.00031234858760800696,0.0024118852355457985,0.0017720880144078272
0.00241078495924319,0.001470284634456271,0.002738449890307762,0.0033575492659288484
0.0005552731775340635,0.0010184087456192432,0.00042129577238158287,0.002200253564264849
0.000828305517369838,0.0015637281910021476,0.0023438626258723005,0.0009141828807002206
0.0009872984417906747,0.0006281867703447561,0.0017137516202828879,0.000994309639690929
0.0015352776634062623,0.0016751731060436082,0.0009651968991184847,0.00022721245670355761
0.00029477130760863045,0.0014477169401957335,0.0014317817858477083,0.002656865564059547
0.0009571524289397126,0.0003657512862663172,0.0005233799872019278,0.002537772867550619
0.0028183247203687066,0.002816851108698372,0.0031991812700152035,0.0008601203105680871
0.0016293777883223514,0.0006653514216557503,0.0021734093630600133,0.0021809523614437806
0.0009102174890351809,0.001609478143922491,0.0009122972003778782,0.0008739677091979108
